dataset,seed,chunk_size,embedding,reranking,question,gold_answer,generated_answer,hit_at_k,latency_ms
hotpot,42,256,baai,True,Josh Trank and Mike Valerio both work in what industry?,entertainment,Film industry.,0,1103.65
hotpot,42,256,baai,True,"Who released the song ""With or Without You"" first, Jai McDowall or U2?",U2,U2.,1,1193.34
hotpot,42,256,baai,True,Which Victorian poet was born in a 15th-century castle home to the Earl of Southesk?,Charlotte Carnegie,Lady Charlotte Elliot.,1,1316.32
hotpot,42,256,baai,True,Which award David Hersey had got for Equus a play by Peter Shaffer ?,Outstanding Lighting Design,No information.,0,1283.17
hotpot,42,256,baai,True,Were Halldór Laxness and Timothy Leary from the same country?,no,"No, different countries.",1,1220.52
hotpot,42,256,baai,True,During what war were the Russia-United Kingdom relations in a state of rivalry after the abdication of Emperor Nicholas II? ,the Cold War (1947–91),Crimean War.,0,1282.39
hotpot,42,256,baai,True,"Between Greyia and Calibanus, which genus contains more species?",Greyia,No information.,0,1355.08
hotpot,42,256,baai,True,Which comic series involves characters such as Nick Fury and Baron von Strucker?,Marvel,"Nick Fury, Agent of S.H.I.E.L.D.",1,1376.72
hotpot,42,256,baai,True,What are some foods that may have been served at the Hawaiin Cottage?,"poi, Kalua pig, poke, lomi salmon, opihi, haupia","Steak, fish, vegetables.",0,1189.13
hotpot,42,256,baai,True,A Wind in the Door is part of a series written by who?,Madeleine L'Engle,Madeleine L'Engle.,1,1222.33
hotpot,42,256,baai,True,The Airport located next to the A13 handled how many passengers in 2016 ?,1.6 million passengers,"847,257",0,1223.56
hotpot,42,256,baai,True,A Pair of Brown Eyes and Wild Mountain Thyme is based from what artists song?,Francis McPeake,The Braes o' Bowhether.,1,1265.01
hotpot,42,256,baai,True,The facility where Robert Croft worked as a navy instructor was also known as?,"""Home of the Submarine Force""",Naval Submarine Base,1,1139.61
hotpot,42,256,baai,True,Olivia DeJonge starred in an American horror film directed by Shyamalan called what,The Visit,The Visit.,1,1173.73
hotpot,42,256,baai,True,Who fills in occasionally for the meteorologist who replaced  Ginger Zee ?,Kait Parker,Rob Marciano.,0,1277.95
hotpot,42,256,baai,True,At what height does State Route 160 start?,4145 ft,Top of Black Mountain.,0,1127.95
hotpot,42,256,baai,True,"Which plant, the Chaerophyllum or the Cryptanthus, can be found in various places across the world?",Chaerophyllum,Chaerophyllum.,1,1244.99
hotpot,42,256,baai,True,Mía Maestro had a role in the 2002 biopic directed by whom?,Julie Taymor,Julie Taymor.,0,1178.21
hotpot,42,256,baai,False,Saltillo Engine is an engine plant in Ramos Arizpe that belongs to the American subsidiary of what company?,Fiat Chrysler Automobiles N.V.,Chrysler Corporation.,0,628.93
hotpot,42,256,baai,False,What class of instrument does Apatim Majumdar play?,strings,Sarod,1,598.26
hotpot,42,256,baai,False,To where did the war criminal who is the fictional defendant in the film After the Truth flee in real life ?,South America,United States.,0,738.14
hotpot,42,256,baai,False,"The Company They Keep is a book written by Diana Pavlac Glyer, who is a professor at a university in Azusa, California, that was founded in 1899, and is under the auspices of what religion?",evangelical Christian,Methodist.,0,711.57
hotpot,42,256,baai,False,"Johnny Mathis: Wonderful Wonderful aired at what luxury hotel, casino and spa resort located in Atlantic City, New Jersey?",Tropicana Casino & Resort,Tropicana Hotel.,0,556.43
hotpot,42,256,baai,False,"In the NASA mission where Moon trees were taken into space, what was the nickname of the Command Module?","""Kitty Hawk""",No specific information.,0,544.91
hotpot,42,256,baai,False,What is the name of the film directed by Alex Cox  adapted from a 1606 play starring Diana Quick as the Dutchess?,Revengers Tragedy,Revengers Tragedy.,1,594.08
hotpot,42,256,baai,False,Who is the film dedicated to that Paramount Classics and MTV Films co-purchased the rights to?,Sam Phillips,Hustle & Flow,0,616.03
hotpot,42,256,baai,False,What American indie rock group first had Jesse Sandoval as the drummer and now has Jon Sortland on drums?,The Shins,The Shins.,1,559.09
hotpot,42,256,baai,False,Who conducted the negotiations  with the owners and the longest serving commandant of Auschwitz concentration and extermination camp?,Rudolf Höss,Degesch and Höss.,1,573.42
hotpot,42,256,baai,False,UFO Magazine covers what subject named for Charles Hoy Fort?,Fortean,UFOs and paranormal.,1,556.47
hotpot,42,256,baai,False,"Which ""Roseanne"" star is in Scream 2?",Laurie Metcalf,Rose McGowan,0,613.55
hotpot,42,256,baai,False,12 Years a Slave starred what British actor born 10 July 1977),Chiwetel Ejiofor,Chiwetel Ejiofor,1,733.25
hotpot,42,256,baai,False,Isabella Kelly was born at a ruined castle characterized as one of the most isolated fortifications in Britain by who?,The Changing Scottish Landscape,No information.,0,587.76
hotpot,42,256,baai,False," Which movie did Disney produce first,  The Many Adventures of Winnie the Pooh or Ride a Wild Pony?",Ride a Wild Pony,Ride a Wild Pony.,0,574.27
hotpot,42,256,baai,False,"What Cantonese slang term can mean both ""ghost man"" and to refer to Westerners?",Gweilo,Gweilo,1,577.66
hotpot,42,256,baai,False,"Which king of Northumbria did The ""Historia"" gives the abbot central place in his election as king",Guthred or Guthfrith,Guthred.,1,816.01
hotpot,42,256,baai,False,What 3 countries are part of the legal name of the airline that merged with Braathens in 2004?,Denmark–Norway–Sweden,"Norway, Sweden, Denmark.",0,881.0
hotpot,42,256,baai,False,The Distribution of Industry act was passed by a man who was prime minister when? ,1945 to 1951,1937,0,490.67
hotpot,42,256,baai,False,The Dogwoman telemovies were created by an actress born in what year?,1961,1952,0,702.84
hotpot,42,256,baai,False,Baraki Barak District is situated in the western part of a province whose capital is what?,Puli Alam,Logar Province.,0,585.99
hotpot,42,256,baai,False,What NIFL Premier Intermediate League team did Sean Connor play for?,Distillery,Football Club.,0,579.31
hotpot,42,256,baai,False,"Which head coach has led their team for a longer period of time, Tim Cluess or Steve Prohm?",Tim Cluess,Steve Prohm.,1,549.02
hotpot,42,256,baai,False,The first female correspondent for Inside the NFL was replaced by who on the show American Ninja Warrior?,Kristine Leahy,Alison Haislip.,0,552.54
hotpot,42,256,baai,False,"In the 1970s, which group acquired this department store group in the United Kingdom whose co-founding director is the father of Lieutenant Colonel Donald Swain Lewis?",Army & Navy Stores,House of Fraser.,1,566.85
hotpot,42,256,baai,False,"Which film does ""Naked Weapon"" follow in the ""Naked"" series?","""Naked Killer""",American Pie.,0,578.84
hotpot,42,256,baai,False,"What type of license is the open source roguelike video game video released 2012, in which a subset of it's pricing model is a called free-to-play, licensed under?",GNU GPLv3,Open Source License.,0,598.01
hotpot,42,256,baai,False,In what year was the coach who led the 2007 South Carolina Gamecocks football team in his third season as USC head coach born?,1945,Steve Spurrier.,0,1622.91
hotpot,42,256,baai,False,"Who has released more solo albums, Nick Carter or Brady Seals?",Brady Seals,No information available.,1,2619.3
hotpot,42,256,baai,False,What was the 2010 population of the town where Black Crescent Mountain was located? ,310,Not directly stated.,0,1660.02
hotpot,42,256,baai,False,What where both Hawker Hurricane and No. 1455 Flight apart of?,Royal Air Force,Royal Air Force.,1,1610.58
hotpot,42,256,baai,False,What is the population of the city that Munsonville is in the northwest corner of?,729 at the 2010 census,No information.,0,1618.18
hotpot,42,256,baai,False,Josh Trank and Mike Valerio both work in what industry?,entertainment,Film industry.,0,1610.41
hotpot,42,256,baai,False,"Who released the song ""With or Without You"" first, Jai McDowall or U2?",U2,U2 released it.,1,2784.18
hotpot,42,256,baai,False,Which Victorian poet was born in a 15th-century castle home to the Earl of Southesk?,Charlotte Carnegie,Lady Charlotte Elliot.,1,1682.48
hotpot,42,256,baai,False,Which award David Hersey had got for Equus a play by Peter Shaffer ?,Outstanding Lighting Design,No information available.,0,2680.1
hotpot,42,256,baai,False,Were Halldór Laxness and Timothy Leary from the same country?,no,"No, different countries.",1,1672.42
hotpot,42,256,baai,False,During what war were the Russia-United Kingdom relations in a state of rivalry after the abdication of Emperor Nicholas II? ,the Cold War (1947–91),World War I.,0,684.48
hotpot,42,256,baai,False,"Between Greyia and Calibanus, which genus contains more species?",Greyia,No information.,0,2692.65
hotpot,42,256,baai,False,Which comic series involves characters such as Nick Fury and Baron von Strucker?,Marvel,Strange Tales,1,1700.21
hotpot,42,256,baai,False,What are some foods that may have been served at the Hawaiin Cottage?,"poi, Kalua pig, poke, lomi salmon, opihi, haupia",Fresh meat.,0,1657.07
hotpot,42,256,baai,False,A Wind in the Door is part of a series written by who?,Madeleine L'Engle,Madeleine L'Engle.,1,1682.83
hotpot,42,256,baai,False,The Airport located next to the A13 handled how many passengers in 2016 ?,1.6 million passengers,Heathrow.,0,1629.01
hotpot,42,256,baai,False,A Pair of Brown Eyes and Wild Mountain Thyme is based from what artists song?,Francis McPeake,The Braes o' Bowhether.,1,2670.65
hotpot,42,256,baai,False,The facility where Robert Croft worked as a navy instructor was also known as?,"""Home of the Submarine Force""",Naval Consolidated Brig.,0,1609.6
hotpot,42,256,baai,False,Olivia DeJonge starred in an American horror film directed by Shyamalan called what,The Visit,The Visit.,1,2608.87
hotpot,42,256,baai,False,Who fills in occasionally for the meteorologist who replaced  Ginger Zee ?,Kait Parker,Rob Marciano.,0,1707.74
hotpot,42,256,baai,False,At what height does State Route 160 start?,4145 ft,On top of Black Mountain.,0,1743.87
hotpot,42,256,baai,False,"Which plant, the Chaerophyllum or the Cryptanthus, can be found in various places across the world?",Chaerophyllum,Chaerophyllum.,1,1638.45
hotpot,42,256,baai,False,Mía Maestro had a role in the 2002 biopic directed by whom?,Julie Taymor,Julie Taymor.,0,2668.86
hotpot,42,512,baai,True,Saltillo Engine is an engine plant in Ramos Arizpe that belongs to the American subsidiary of what company?,Fiat Chrysler Automobiles N.V.,Fiat Chrysler.,1,1727.58
hotpot,42,512,baai,True,What class of instrument does Apatim Majumdar play?,strings,String instrument.,0,1616.38
hotpot,42,512,baai,True,To where did the war criminal who is the fictional defendant in the film After the Truth flee in real life ?,South America,South America.,1,1527.01
hotpot,42,512,baai,True,"The Company They Keep is a book written by Diana Pavlac Glyer, who is a professor at a university in Azusa, California, that was founded in 1899, and is under the auspices of what religion?",evangelical Christian,Christian.,0,2977.79
hotpot,42,512,baai,True,"Johnny Mathis: Wonderful Wonderful aired at what luxury hotel, casino and spa resort located in Atlantic City, New Jersey?",Tropicana Casino & Resort,Tropicana Casino.,1,2682.19
hotpot,42,512,baai,True,"In the NASA mission where Moon trees were taken into space, what was the nickname of the Command Module?","""Kitty Hawk""",Casper.,0,3591.49
hotpot,42,512,baai,True,What is the name of the film directed by Alex Cox  adapted from a 1606 play starring Diana Quick as the Dutchess?,Revengers Tragedy,Revengers Tragedy.,1,3822.44
hotpot,42,512,baai,True,Who is the film dedicated to that Paramount Classics and MTV Films co-purchased the rights to?,Sam Phillips,Hustle & Flow.,0,2771.54
hotpot,42,512,baai,True,What American indie rock group first had Jesse Sandoval as the drummer and now has Jon Sortland on drums?,The Shins,The Shins.,1,3733.14
hotpot,42,512,baai,True,Who conducted the negotiations  with the owners and the longest serving commandant of Auschwitz concentration and extermination camp?,Rudolf Höss,Kurt Gerstein.,1,3766.45
hotpot,42,512,baai,True,UFO Magazine covers what subject named for Charles Hoy Fort?,Fortean,Unidentified Flying Objects.,1,3574.28
hotpot,42,512,baai,True,"Which ""Roseanne"" star is in Scream 2?",Laurie Metcalf,Rebecca Gayheart.,0,3795.5
hotpot,42,512,baai,True,12 Years a Slave starred what British actor born 10 July 1977),Chiwetel Ejiofor,Chiwetel Ejiofor,1,3725.72
hotpot,42,512,baai,True,Isabella Kelly was born at a ruined castle characterized as one of the most isolated fortifications in Britain by who?,The Changing Scottish Landscape,Unknown source.,0,3839.97
hotpot,42,512,baai,True," Which movie did Disney produce first,  The Many Adventures of Winnie the Pooh or Ride a Wild Pony?",Ride a Wild Pony,Winnie the Pooh and the Honey Tree.,0,3748.01
hotpot,42,512,baai,True,"What Cantonese slang term can mean both ""ghost man"" and to refer to Westerners?",Gweilo,Gweilo,1,4760.58
hotpot,42,512,baai,True,"Which king of Northumbria did The ""Historia"" gives the abbot central place in his election as king",Guthred or Guthfrith,Guthred.,1,3756.75
hotpot,42,512,baai,True,What 3 countries are part of the legal name of the airline that merged with Braathens in 2004?,Denmark–Norway–Sweden,"Norway, Sweden, Malaysia",0,2755.45
hotpot,42,512,baai,True,The Distribution of Industry act was passed by a man who was prime minister when? ,1945 to 1951,Reindeer Act.,0,3506.4
hotpot,42,512,baai,True,The Dogwoman telemovies were created by an actress born in what year?,1961,Magda Szubanski.,0,3685.52
hotpot,42,512,baai,True,Baraki Barak District is situated in the western part of a province whose capital is what?,Puli Alam,Logar Province.,0,2849.72
hotpot,42,512,baai,True,What NIFL Premier Intermediate League team did Sean Connor play for?,Distillery,Lisburn Distillery.,1,3181.35
hotpot,42,512,baai,True,"Which head coach has led their team for a longer period of time, Tim Cluess or Steve Prohm?",Tim Cluess,Tim Cluess.,1,4428.61
hotpot,42,512,baai,True,The first female correspondent for Inside the NFL was replaced by who on the show American Ninja Warrior?,Kristine Leahy,Alison Haislip.,0,2346.68
hotpot,42,512,baai,True,"In the 1970s, which group acquired this department store group in the United Kingdom whose co-founding director is the father of Lieutenant Colonel Donald Swain Lewis?",Army & Navy Stores,Army & Navy Stores.,1,3277.65
hotpot,42,512,baai,True,"Which film does ""Naked Weapon"" follow in the ""Naked"" series?","""Naked Killer""",Naked Gun.,0,3479.27
hotpot,42,512,baai,True,"What type of license is the open source roguelike video game video released 2012, in which a subset of it's pricing model is a called free-to-play, licensed under?",GNU GPLv3,Open Source Initiative.,0,3561.41
hotpot,42,512,baai,True,In what year was the coach who led the 2007 South Carolina Gamecocks football team in his third season as USC head coach born?,1945,Not provided.,0,4127.24
hotpot,42,512,baai,True,"Who has released more solo albums, Nick Carter or Brady Seals?",Brady Seals,Nick Carter.,1,3208.35
hotpot,42,512,baai,True,What was the 2010 population of the town where Black Crescent Mountain was located? ,310,Fourth most populated.,0,3401.18
hotpot,42,512,baai,True,What where both Hawker Hurricane and No. 1455 Flight apart of?,Royal Air Force,Royal Air Force.,1,3416.49
hotpot,42,512,baai,True,What is the population of the city that Munsonville is in the northwest corner of?,729 at the 2010 census,Not provided.,0,3218.88
hotpot,42,512,baai,True,Josh Trank and Mike Valerio both work in what industry?,entertainment,Film and music.,0,4123.95
hotpot,42,512,baai,True,"Who released the song ""With or Without You"" first, Jai McDowall or U2?",U2,U2.,1,3267.29
hotpot,42,512,baai,True,Which Victorian poet was born in a 15th-century castle home to the Earl of Southesk?,Charlotte Carnegie,Lady Charlotte Elliot.,1,3642.21
hotpot,42,512,baai,True,Which award David Hersey had got for Equus a play by Peter Shaffer ?,Outstanding Lighting Design,No information.,0,4467.21
hotpot,42,512,baai,True,Were Halldór Laxness and Timothy Leary from the same country?,no,"No, different countries.",1,3407.36
hotpot,42,512,baai,True,During what war were the Russia-United Kingdom relations in a state of rivalry after the abdication of Emperor Nicholas II? ,the Cold War (1947–91),World War I.,0,3428.68
hotpot,42,512,baai,True,"Between Greyia and Calibanus, which genus contains more species?",Greyia,No information.,0,3694.31
hotpot,42,512,baai,True,Which comic series involves characters such as Nick Fury and Baron von Strucker?,Marvel,Strange Tales,1,3651.12
hotpot,42,512,baai,True,What are some foods that may have been served at the Hawaiin Cottage?,"poi, Kalua pig, poke, lomi salmon, opihi, haupia","Steak, fish, vegetables.",0,3302.19
hotpot,42,512,baai,True,A Wind in the Door is part of a series written by who?,Madeleine L'Engle,Madeleine L'Engle.,1,3419.65
hotpot,42,512,baai,True,The Airport located next to the A13 handled how many passengers in 2016 ?,1.6 million passengers,No information about the A13 airport.,0,4303.96
hotpot,42,512,baai,True,A Pair of Brown Eyes and Wild Mountain Thyme is based from what artists song?,Francis McPeake,Robert Tannahill.,1,3454.87
hotpot,42,512,baai,True,The facility where Robert Croft worked as a navy instructor was also known as?,"""Home of the Submarine Force""",Naval Consolidated Brig.,1,4336.22
hotpot,42,512,baai,True,Olivia DeJonge starred in an American horror film directed by Shyamalan called what,The Visit,The Visit.,1,3450.82
hotpot,42,512,baai,True,Who fills in occasionally for the meteorologist who replaced  Ginger Zee ?,Kait Parker,Rob Marciano.,0,3567.0
hotpot,42,512,baai,True,At what height does State Route 160 start?,4145 ft,On top of Black Mountain.,0,4297.49
hotpot,42,512,baai,True,"Which plant, the Chaerophyllum or the Cryptanthus, can be found in various places across the world?",Chaerophyllum,Chaerophyllum.,1,3388.96
hotpot,42,512,baai,True,Mía Maestro had a role in the 2002 biopic directed by whom?,Julie Taymor,Julie Taymor.,1,4240.2
hotpot,42,512,baai,False,Saltillo Engine is an engine plant in Ramos Arizpe that belongs to the American subsidiary of what company?,Fiat Chrysler Automobiles N.V.,Fiat Chrysler.,1,1006.74
hotpot,42,512,baai,False,What class of instrument does Apatim Majumdar play?,strings,Stringed instrument.,1,712.45
hotpot,42,512,baai,False,To where did the war criminal who is the fictional defendant in the film After the Truth flee in real life ?,South America,Brazil.,0,2734.31
hotpot,42,512,baai,False,"The Company They Keep is a book written by Diana Pavlac Glyer, who is a professor at a university in Azusa, California, that was founded in 1899, and is under the auspices of what religion?",evangelical Christian,Christian.,0,2818.07
hotpot,42,512,baai,False,"Johnny Mathis: Wonderful Wonderful aired at what luxury hotel, casino and spa resort located in Atlantic City, New Jersey?",Tropicana Casino & Resort,Tropicana Casino.,1,3754.4
hotpot,42,512,baai,False,"In the NASA mission where Moon trees were taken into space, what was the nickname of the Command Module?","""Kitty Hawk""",Casper.,0,2755.64
hotpot,42,512,baai,False,What is the name of the film directed by Alex Cox  adapted from a 1606 play starring Diana Quick as the Dutchess?,Revengers Tragedy,Revengers Tragedy.,1,3784.86
hotpot,42,512,baai,False,Who is the film dedicated to that Paramount Classics and MTV Films co-purchased the rights to?,Sam Phillips,Hustle & Flow,0,2784.73
hotpot,42,512,baai,False,What American indie rock group first had Jesse Sandoval as the drummer and now has Jon Sortland on drums?,The Shins,The Shins.,1,3799.09
hotpot,42,512,baai,False,Who conducted the negotiations  with the owners and the longest serving commandant of Auschwitz concentration and extermination camp?,Rudolf Höss,Kurt Gerstein.,1,3765.49
hotpot,42,512,baai,False,UFO Magazine covers what subject named for Charles Hoy Fort?,Fortean,UFOs and anomalies.,1,3737.12
hotpot,42,512,baai,False," Which movie did Disney produce first,  The Many Adventures of Winnie the Pooh or Ride a Wild Pony?",Ride a Wild Pony,The Many Adventures.,0,136125.93
hotpot,42,512,baai,False,"What Cantonese slang term can mean both ""ghost man"" and to refer to Westerners?",Gweilo,Gweilo,1,648.87
hotpot,42,512,baai,False,"Which king of Northumbria did The ""Historia"" gives the abbot central place in his election as king",Guthred or Guthfrith,Guthred.,1,661.0
hotpot,42,512,baai,False,What 3 countries are part of the legal name of the airline that merged with Braathens in 2004?,Denmark–Norway–Sweden,Norway Sweden Denmark,0,563.92
hotpot,42,512,baai,False,The Distribution of Industry act was passed by a man who was prime minister when? ,1945 to 1951,Reindeer Act.,0,632.11
hotpot,42,512,baai,False,The Dogwoman telemovies were created by an actress born in what year?,1961,Magda Szubanski.,0,648.36
hotpot,42,512,baai,False,Baraki Barak District is situated in the western part of a province whose capital is what?,Puli Alam,Logar Province.,0,760.4
hotpot,42,512,baai,False,What NIFL Premier Intermediate League team did Sean Connor play for?,Distillery,Newington Y.C.,0,576.37
hotpot,42,512,baai,False,"Which head coach has led their team for a longer period of time, Tim Cluess or Steve Prohm?",Tim Cluess,Tim Cluess.,1,563.43
hotpot,42,512,baai,False,The first female correspondent for Inside the NFL was replaced by who on the show American Ninja Warrior?,Kristine Leahy,Alison Haislip.,0,639.99
hotpot,42,512,baai,False,"In the 1970s, which group acquired this department store group in the United Kingdom whose co-founding director is the father of Lieutenant Colonel Donald Swain Lewis?",Army & Navy Stores,Army & Navy Stores.,1,554.84
hotpot,42,512,baai,False,"Which film does ""Naked Weapon"" follow in the ""Naked"" series?","""Naked Killer""",Lethal Weapon.,0,592.82
hotpot,42,512,baai,False,"What type of license is the open source roguelike video game video released 2012, in which a subset of it's pricing model is a called free-to-play, licensed under?",GNU GPLv3,Open Source Initiative.,0,660.81
hotpot,42,512,baai,False,In what year was the coach who led the 2007 South Carolina Gamecocks football team in his third season as USC head coach born?,1945,Not available.,0,478.71
hotpot,42,512,baai,False,"Who has released more solo albums, Nick Carter or Brady Seals?",Brady Seals,Brady Seals.,1,520.47
hotpot,42,512,baai,False,What was the 2010 population of the town where Black Crescent Mountain was located? ,310,Fourth most populated.,0,532.49
hotpot,42,512,baai,False,What where both Hawker Hurricane and No. 1455 Flight apart of?,Royal Air Force,Royal Air Force.,1,501.79
hotpot,42,512,baai,False,What is the population of the city that Munsonville is in the northwest corner of?,729 at the 2010 census,No information available.,0,500.19
hotpot,42,512,baai,False,Josh Trank and Mike Valerio both work in what industry?,entertainment,Film industry.,0,486.24
hotpot,42,512,baai,False,"Who released the song ""With or Without You"" first, Jai McDowall or U2?",U2,U2,1,509.31
hotpot,42,512,baai,False,Which Victorian poet was born in a 15th-century castle home to the Earl of Southesk?,Charlotte Carnegie,Lady Charlotte Elliot.,1,2630.33
hotpot,42,512,baai,False,Which award David Hersey had got for Equus a play by Peter Shaffer ?,Outstanding Lighting Design,No Tony Award.,1,3779.96
hotpot,42,512,baai,False,Were Halldór Laxness and Timothy Leary from the same country?,no,"No, different countries.",1,3624.84
hotpot,42,512,baai,False,During what war were the Russia-United Kingdom relations in a state of rivalry after the abdication of Emperor Nicholas II? ,the Cold War (1947–91),World War I.,0,3766.01
hotpot,42,512,baai,False,"Between Greyia and Calibanus, which genus contains more species?",Greyia,No information.,0,3697.5
hotpot,42,512,baai,False,Which comic series involves characters such as Nick Fury and Baron von Strucker?,Marvel,Nick Fury series.,1,2647.81
hotpot,42,512,baai,False,What are some foods that may have been served at the Hawaiin Cottage?,"poi, Kalua pig, poke, lomi salmon, opihi, haupia","Steak, fish, vegetables.",0,3602.44
hotpot,42,512,baai,False,A Wind in the Door is part of a series written by who?,Madeleine L'Engle,Madeleine L'Engle.,1,4680.06
hotpot,42,512,baai,False,The Airport located next to the A13 handled how many passengers in 2016 ?,1.6 million passengers,No information.,0,2584.85
hotpot,42,512,baai,False,A Pair of Brown Eyes and Wild Mountain Thyme is based from what artists song?,Francis McPeake,The Braes of Balquhither.,1,4654.13
hotpot,42,512,baai,False,The facility where Robert Croft worked as a navy instructor was also known as?,"""Home of the Submarine Force""",Naval Consolidated Brig,0,3579.73
hotpot,42,512,baai,False,Olivia DeJonge starred in an American horror film directed by Shyamalan called what,The Visit,The Visit.,1,3623.35
hotpot,42,512,baai,False,Who fills in occasionally for the meteorologist who replaced  Ginger Zee ?,Kait Parker,Rob Marciano.,0,3728.29
hotpot,42,512,baai,False,At what height does State Route 160 start?,4145 ft,Top of Black Mountain.,0,3713.52
hotpot,42,512,baai,False,"Which plant, the Chaerophyllum or the Cryptanthus, can be found in various places across the world?",Chaerophyllum,Chaerophyllum.,1,3728.98
hotpot,42,512,baai,False,Mía Maestro had a role in the 2002 biopic directed by whom?,Julie Taymor,Julie Taymor.,1,3649.32
hotpot,42,1024,baai,True,Saltillo Engine is an engine plant in Ramos Arizpe that belongs to the American subsidiary of what company?,Fiat Chrysler Automobiles N.V.,Fiat Chrysler.,1,2359.74
